Stunde;Außen-temperatur;Absolute Feuchtigkeit;Entfeuchtungs-leistung (bei 26°C);Heizleistung;Kühlleistung;Gesamt-leistung
hh;°C;g/kg;kW;kW;kW;kW
7485;8,3;5,45;0,00;0,00;0,33;0,33
7486;7,7;5,41;0,00;0,00;0,17;0,17
7487;7,1;5,34;0,00;0,00;0,00;0,00
7488;6,6;5,29;0,00;0,00;0,00;0,00
7489;5,8;5,1;0,00;0,00;0,00;0,00
7490;5;5,04;0,00;0,00;0,00;0,00
7491;4,2;4,81;0,00;0,00;0,00;0,00
7492;3,8;4,57;0,00;0,00;0,00;0,00
7493;3,4;4,4;0,00;0,00;0,00;0,00
7494;3,1;4,32;0,00;0,00;0,00;0,00
7495;2,8;4,09;0,00;0,00;0,00;0,00
7496;3,3;4,47;0,00;0,15;0,00;0,15
7497;6,7;4,61;0,00;0,00;3,89;3,89
7498;9,8;4,47;0,00;0,00;2,48;2,48
7499;12,4;4,53;0,00;0,00;2,73;2,73
7500;14,5;4,66;0,00;0,00;3,27;3,27
7501;15,8;4,63;0,00;0,00;3,04;3,04
7502;16,4;4,83;0,00;0,00;1,59;1,59
7503;16,2;4,8;0,00;0,00;1,14;1,14
7504;14,9;4,81;0,00;0,00;1,30;1,30
7505;12,7;4,86;0,00;0,00;0,23;0,23
7506;11,9;5,32;0,00;0,00;0,24;0,24
7507;11,1;5,36;0,00;0,00;0,41;0,41
7508;10,4;5,45;0,00;0,00;0,42;0,42
7509;9,6;5,39;0,00;0,00;0,12;0,12
7510;8,8;5,33;0,00;0,00;0,00;0,00
7511;8;5,1;0,00;0,00;0,00;0,00
7512;7,3;5,32;0,00;0,00;0,00;0,00
7513;6,6;5,1;0,00;0,00;0,00;0,00
7514;6;5,12;0,00;0,00;0,00;0,00
7515;5,4;4,94;0,00;0,00;0,00;0,00
7516;5;4,97;0,00;0,00;0,00;0,00
7517;4,7;4,89;0,00;0,00;0,00;0,00
7518;4,5;5,11;0,00;0,00;0,00;0,00
7519;4,3;5;0,00;0,00;0,00;0,00
7520;4,7;5,13;0,00;0,15;0,00;0,15
7521;7,9;5,66;0,00;0,00;3,05;3,05
7522;10,9;5,45;0,00;0,00;3,78;3,78
7523;13,4;5,74;0,00;0,00;4,06;4,06
7524;15,4;5,94;0,00;0,00;3,79;3,79
7525;16,6;6,55;0,00;0,00;1,67;1,67
7526;17,2;6,72;0,00;0,00;1,57;1,57
7527;17;6,86;0,00;0,00;1,15;1,15
7528;15,7;6,98;0,00;0,00;1,30;1,30
7529;13,7;7,01;0,00;0,00;0,24;0,24
7530;13,3;7,75;0,00;0,00;0,12;0,12
7531;12,9;7,74;0,00;0,00;0,22;0,22
7532;12,5;7,85;0,00;0,00;0,25;0,25
7533;12,1;8,02;0,00;0,00;0,15;0,15
7534;11,8;8,16;0,00;0,00;0,11;0,11
7535;11,4;8,16;0,00;0,00;0,00;0,00
7536;11;8,22;0,00;0,00;0,00;0,00
7537;10,7;7,71;0,00;0,00;0,00;0,00
7538;10,4;7,67;0,00;0,00;0,00;0,00
7539;10,2;7,4;0,00;0,00;0,00;0,00
7540;10;7,43;0,00;0,00;0,00;0,00
7541;9,9;7,66;0,00;0,00;0,00;0,00
7542;9,8;8,1;0,00;0,00;0,00;0,00
7543;9,8;8,06;0,00;0,00;0,00;0,00
7544;10;7,84;0,00;0,11;0,00;0,11
7545;11,1;7,83;0,00;0,00;0,73;0,73
7546;12,1;8,43;0,00;0,00;1,93;1,93
7547;13,1;8,6;0,00;0,00;2,12;2,12
7548;13,7;8,46;0,00;0,00;2,71;2,71
7549;14,2;8,11;0,00;0,00;1,01;1,01
7550;14,5;8,16;0,00;0,00;0,88;0,88
7551;14,4;8,29;0,00;0,00;0,49;0,49
7552;13,9;8,83;0,00;0,00;0,55;0,55
7553;12,6;8,59;0,00;0,00;0,15;0,15
7554;12,6;8,08;0,00;0,00;0,00;0,00
7555;11,9;8,08;0,00;0,00;1,55;1,55
7556;11,6;7,56;0,00;0,00;1,61;1,61
7557;11;7,5;0,00;0,00;1,30;1,30
7558;10,5;7,24;0,00;0,00;0,13;0,13
7559;9,9;7,46;0,00;0,00;0,00;0,00
7560;9,4;7,73;0,00;0,00;0,00;0,00
7561;8,7;7,37;0,00;0,00;0,00;0,00
7562;8;7,02;0,00;0,00;0,00;0,00
7563;7,3;6,68;0,00;0,00;0,00;0,00
7564;6,9;6,52;0,00;0,00;0,00;0,00
7565;6,5;6,36;0,00;0,00;0,00;0,00
7566;6,3;6,25;0,00;0,00;0,00;0,00
7567;6,1;6,13;0,00;0,00;0,00;0,00
7568;6,1;5,99;0,00;0,13;0,00;0,13
7569;6,2;5,87;0,00;0,15;0,00;0,15
7570;6,2;6,03;0,00;0,00;1,00;1,00
7571;6,9;5,91;0,00;0,00;0,84;0,84
7572;7,4;5,95;0,00;0,00;1,55;1,55
7573;7,8;5,96;0,00;0,00;0,33;0,33
7574;9,6;6,64;0,00;0,00;1,13;1,13
7575;10,6;6,01;0,00;0,00;0,81;0,81
7576;10,7;6,09;0,00;0,00;0,99;0,99
7577;9,9;5,68;0,00;0,00;0,00;0,00
7578;9,4;5,6;0,00;0,00;0,00;0,00
7579;8,8;5,54;0,00;0,00;0,85;0,85
7580;8,3;5,65;0,00;0,00;0,72;0,72
7581;7,7;5,47;0,00;0,00;0,50;0,50
7582;7,2;5,44;0,00;0,00;0,53;0,53
7583;6,6;5,21;0,00;0,00;0,00;0,00
7584;6,1;5,19;0,00;0,00;0,00;0,00
7585;5,6;5,11;0,00;0,00;0,00;0,00
7586;5,1;4,82;0,00;0,00;0,00;0,00
7587;4,6;4,76;0,00;0,00;0,00;0,00
7588;4,3;4,88;0,00;0,00;0,00;0,00
7589;4;5,05;0,00;0,00;0,00;0,00
7590;3,9;4,81;0,00;0,00;0,00;0,00
7591;3,7;4,84;0,00;0,00;0,00;0,00
7592;3,8;4,91;0,00;0,00;0,00;0,00
7593;5,7;5,07;0,00;0,00;0,00;0,00
7594;6,5;5,07;0,00;0,00;0,00;0,00
7595;6,3;5,29;0,00;0,17;0,00;0,17
7596;6,6;5,14;0,00;0,00;0,00;0,00
7597;7,9;5;0,00;0,00;0,00;0,00
7598;9,4;5,17;0,00;0,00;0,19;0,19
7599;10,2;5,16;0,00;0,00;0,18;0,18
7600;10,3;4,91;0,00;0,00;0,40;0,40
7601;9,3;4,89;0,00;0,18;0,00;0,18
7602;8,8;4,63;0,00;0,16;0,00;0,16
7603;8,2;4,94;0,00;0,18;0,00;0,18
7604;7,7;4,8;0,00;0,00;0,00;0,00
7605;7,2;4,93;0,00;0,15;0,00;0,15
7606;6,7;4,9;0,00;0,20;0,00;0,20
7607;6,2;4,84;0,00;0,00;0,00;0,00
7608;5,6;4,85;0,00;0,00;0,00;0,00
7609;5,2;4,77;0,00;0,00;0,00;0,00
7610;4,7;4,55;0,00;0,00;0,00;0,00
7611;4,3;4,39;0,00;0,00;0,00;0,00
7612;4;4,3;0,00;0,00;0,00;0,00
7613;3,8;4,36;0,00;0,00;0,00;0,00
7614;3,7;4,18;0,00;0,00;0,00;0,00
7615;3,5;4,17;0,00;0,00;0,00;0,00
7616;3,7;3,96;0,00;0,00;0,00;0,00
7617;5,3;4,33;0,00;0,00;0,00;0,00
7618;6,7;4,34;0,00;0,00;0,00;0,00
7619;8;4,53;0,00;0,00;0,79;0,79
7620;9,1;4,35;0,00;0,00;0,73;0,73
7621;9,8;4,53;0,00;0,00;0,79;0,79
7622;9,8;5,66;0,00;0,00;0,00;0,00
7623;10;4,67;0,00;0,00;0,96;0,96
7624;9,5;4,58;0,00;0,00;0,93;0,93
7625;8,4;4,41;0,00;0,00;0,17;0,17
7626;7,7;4,6;0,00;0,13;0,00;0,13
7627;7;4,57;0,00;0,00;0,00;0,00
7628;6,2;4,14;0,00;0,00;0,00;0,00
7629;5,5;3,99;0,00;0,11;0,00;0,11
7630;4,7;4,16;0,00;0,26;0,00;0,26
7631;4;4,16;0,00;0,00;0,00;0,00
7632;3,2;4,27;0,00;0,00;0,00;0,00
7633;2,5;4,24;0,00;0,00;0,00;0,00
7634;1,6;4,11;0,00;0,00;0,00;0,00
7635;0,8;4,03;0,00;0,00;0,00;0,00
7636;0,3;4,03;0,00;0,00;0,00;0,00
7637;0,1;4,01;0,00;0,00;0,00;0,00
7638;0,4;3,64;0,00;0,00;0,00;0,00
7639;0,7;3,51;0,00;0,00;0,00;0,00
7640;0,7;3,52;0,00;0,22;0,00;0,22
7641;1,2;3,85;0,00;0,00;1,16;1,16
7642;2,7;4,16;0,00;0,00;0,45;0,45
7643;5,2;4,37;0,00;0,00;0,93;0,93
7644;6,8;4,54;0,00;0,00;1,21;1,21
7645;7,3;4,39;0,00;0,00;0,94;0,94
7646;7,4;4,42;0,00;0,00;0,78;0,78
7647;7,2;4,37;0,00;0,00;0,52;0,52
7648;6,7;4,23;0,00;0,00;0,86;0,86
7649;5,3;3,84;0,00;0,16;0,00;0,16
7650;4,7;3,98;0,00;0,20;0,00;0,20
7651;4,1;3,93;0,00;0,00;0,00;0,00
7652;3,5;3,69;0,00;0,00;0,00;0,00
7653;2,9;3,54;0,00;0,00;0,00;0,00
7654;2,3;3,71;0,00;0,12;0,00;0,12
7655;1,7;3,68;0,00;0,00;0,00;0,00
7656;1,1;3,73;0,00;0,00;0,00;0,00
7657;0,7;3,77;0,00;0,00;0,00;0,00
7658;0,4;3,73;0,00;0,00;0,00;0,00
7659;0,1;3,58;0,00;0,00;0,00;0,00
7660;0,1;3,42;0,00;0,00;0,00;0,00
7661;0,3;3,39;0,00;0,00;0,00;0,00
7662;0,4;3,37;0,00;0,00;0,00;0,00
7663;0,5;3,46;0,00;0,00;0,00;0,00
7664;0,3;3,35;0,00;0,21;0,00;0,21
7665;2,4;3,61;0,00;0,00;1,72;1,72
7666;5,2;3,78;0,00;0,00;2,38;2,38
7667;7,5;3,81;0,00;0,00;2,58;2,58
7668;9,4;4,06;0,00;0,00;3,17;3,17
7669;10,7;4,3;0,00;0,00;2,98;2,98
7670;11,3;4,35;0,00;0,00;2,82;2,82
7671;11,2;4,74;0,00;0,00;2,16;2,16
7672;10;4,65;0,00;0,00;0,86;0,86
7673;8,2;4,87;0,00;0,00;0,00;0,00
7674;7,7;4,68;0,00;0,00;0,00;0,00
7675;7,3;4,94;0,00;0,00;0,14;0,14
7676;6,8;4,82;0,00;0,00;0,15;0,15
7677;6,3;4,74;0,00;0,00;0,00;0,00
7678;5,9;4,73;0,00;0,00;0,00;0,00
7679;5,4;4,78;0,00;0,00;0,00;0,00
7680;4,9;4,82;0,00;0,00;0,00;0,00
7681;4,4;4,57;0,00;0,00;0,00;0,00
7682;4;4,45;0,00;0,00;0,00;0,00
7683;3,5;4,44;0,00;0,00;0,00;0,00
7684;3,3;4,42;0,00;0,00;0,00;0,00
7685;3;4,42;0,00;0,00;0,00;0,00
7686;2,9;4,49;0,00;0,00;0,00;0,00
7687;2,7;4,42;0,00;0,00;0,00;0,00
7688;2,8;4,42;0,00;0,18;0,00;0,18
7689;3,9;4,43;0,00;0,00;0,98;0,98
7690;6;4,85;0,00;0,00;1,17;1,17
7691;7,9;4,7;0,00;0,00;1,42;1,42
7692;9,4;4,93;0,00;0,00;1,36;1,36
7693;10,2;4,88;0,00;0,00;1,20;1,20
7694;10,2;4,65;0,00;0,00;0,90;0,90
7695;9,5;4,81;0,00;0,00;0,40;0,40
7696;8,6;4,78;0,00;0,00;0,43;0,43
7697;7,6;4,61;0,00;0,00;0,00;0,00
7698;7,1;4,7;0,00;0,11;0,00;0,11
7699;6,6;4,68;0,00;0,00;0,22;0,22
7700;6;4,54;0,00;0,00;0,13;0,13
7701;5,5;4,72;0,00;0,00;0,00;0,00
7702;5;4,44;0,00;0,00;0,00;0,00
7703;4,5;4,3;0,00;0,16;0,00;0,16
7704;4;4,28;0,00;0,00;0,00;0,00
7705;3,4;4,15;0,00;0,00;0,00;0,00
7706;2,8;4,1;0,00;0,00;0,00;0,00
7707;2,1;4,21;0,00;0,00;0,00;0,00
7708;1,9;4,13;0,00;0,00;0,00;0,00
7709;1,5;4,06;0,00;0,00;0,00;0,00
7710;1,3;3,88;0,00;0,00;0,00;0,00
7711;1;3,9;0,00;0,00;0,00;0,00
7712;1,1;4,05;0,00;0,20;0,00;0,20
7713;2,4;4,04;0,00;0,00;0,94;0,94
7714;3,7;3,96;0,00;0,00;1,77;1,77
7715;5;4,3;0,00;0,00;1,98;1,98
7716;6;4,51;0,00;0,00;2,54;2,54
7717;6,5;4,62;0,00;0,00;0,90;0,90
7718;6,5;4,89;0,00;0,00;0,73;0,73
7719;6,1;4,77;0,00;0,00;0,27;0,27
7720;5,3;4,67;0,00;0,00;0,22;0,22
7721;4,4;4,47;0,00;0,19;0,00;0,19
7722;4,3;4,87;0,00;0,21;0,00;0,21
7723;4,3;5,09;0,00;0,00;2,45;2,45
7724;4,2;4,88;0,00;0,00;2,54;2,54
7725;4,2;5,09;0,00;0,00;2,26;2,26
7726;4,1;5,04;0,00;0,00;0,65;0,65
7727;4;5,09;0,00;0,00;0,00;0,00
7728;4;5,09;0,00;0,00;0,00;0,00
7729;4,2;4,79;0,00;0,00;0,00;0,00
7730;4,5;5,03;0,00;0,00;0,00;0,00
7731;4,8;5,24;0,00;0,00;0,00;0,00
7732;4,9;5,19;0,00;0,00;0,00;0,00
7733;5,1;5,06;0,00;0,00;0,00;0,00
7734;5,3;5,22;0,00;0,00;0,00;0,00
7735;5,4;5,14;0,00;0,00;0,00;0,00
7736;5,9;5,39;0,00;0,12;0,00;0,12
7737;8,9;5,63;0,00;0,00;1,67;1,67
7738;12,3;6,13;0,00;0,00;3,03;3,03
7739;13,3;5,86;0,00;0,00;2,34;2,34
7740;14,2;5,94;0,00;0,00;3,08;3,08
7741;14,3;6,18;0,00;0,00;0,95;0,95
7742;14,4;6,37;0,00;0,00;1,18;1,18
7743;14,3;6,41;0,00;0,00;0,70;0,70
7744;13,2;6,29;0,00;0,00;0,60;0,60
7745;12;6,41;0,00;0,00;0,16;0,16
7746;11,5;6,27;0,00;0,00;0,00;0,00
7747;11;6,53;0,00;0,00;3,08;3,08
7748;10,6;6,37;0,00;0,00;2,68;2,68
7749;10,1;6,28;0,00;0,00;2,47;2,47
7750;9,7;6,01;0,00;0,00;2,33;2,33
7751;9,2;5,96;0,00;0,00;0,17;0,17
7752;8,7;6,05;0,00;0,00;0,00;0,00
7753;8;5,88;0,00;0,00;0,00;0,00
7754;7,2;5,78;0,00;0,00;0,00;0,00
7755;6,5;5,5;0,00;0,00;0,00;0,00
7756;6,1;5,43;0,00;0,00;0,00;0,00
7757;5,7;5,44;0,00;0,00;0,00;0,00
7758;5,4;5,84;0,00;0,00;0,00;0,00
7759;5,2;5,54;0,00;0,00;0,00;0,00
7760;5,3;5,47;0,00;0,00;0,00;0,00
7761;6,9;5,48;0,00;0,00;0,00;0,00
7762;8,7;5,53;0,00;0,00;0,13;0,13
7763;10,8;5,8;0,00;0,00;0,19;0,19
7764;12;6,27;0,00;0,00;0,11;0,11
7765;13,1;6,4;0,00;0,00;0,19;0,19
7766;13,5;6,1;0,00;0,00;0,27;0,27
7767;13,1;5,85;0,00;0,00;0,16;0,16
7768;12,2;6,1;0,00;0,00;0,24;0,24
7769;10,9;5,92;0,00;0,11;0,00;0,11
7770;10,1;5,83;0,00;0,13;0,00;0,13
7771;9,4;5,59;0,00;0,00;0,17;0,17
7772;8,7;5,56;0,00;0,00;1,25;1,25
7773;8;5,63;0,00;0,00;0,98;0,98
7774;7,2;5,8;0,00;0,00;1,01;1,01
7775;6,5;5,66;0,00;0,10;0,00;0,10
7776;5,8;5,53;0,00;0,00;0,00;0,00
7777;5,1;5,7;0,00;0,00;0,00;0,00
7778;4,4;5,55;0,00;0,00;0,00;0,00
7779;3,7;5,27;0,00;0,00;0,00;0,00
7780;3,3;5,12;0,00;0,00;0,00;0,00
7781;2,9;4,98;0,00;0,00;0,00;0,00
7782;2,6;4,88;0,00;0,00;0,00;0,00
7783;2,3;4,79;0,00;0,00;0,00;0,00
7784;2,4;4,81;0,00;0,00;0,00;0,00
7785;3,9;5,17;0,00;0,00;0,00;0,00
7786;5,5;5,43;0,00;0,00;0,00;0,00
7787;6,9;5,41;0,00;0,00;0,80;0,80
7788;7,9;5,53;0,00;0,00;0,66;0,66
7789;8,6;5,2;0,00;0,00;0,78;0,78
7790;8,8;5,23;0,00;0,00;0,00;0,00
7791;8,7;5,37;0,00;0,00;0,92;0,92
7792;7,9;5,16;0,00;0,00;0,88;0,88
7793;6,8;4,99;0,00;0,00;0,00;0,00
7794;6,4;4,79;0,00;0,15;0,00;0,15
7795;6,1;4,71;0,00;0,00;1,15;1,15
7796;5,8;4,58;0,00;0,00;1,09;1,09
7797;5,5;4,42;0,00;0,00;0,98;0,98
7798;5,1;4,47;0,00;0,00;0,00;0,00
7799;4,8;4,26;0,00;0,13;0,00;0,13
7800;4,5;4,35;0,00;0,00;0,00;0,00
7801;4,4;4,44;0,00;0,00;0,00;0,00
7802;4,4;4,58;0,00;0,00;0,00;0,00
7803;4,3;4,63;0,00;0,00;0,00;0,00
7804;4,3;4,81;0,00;0,00;0,00;0,00
7805;4,4;4,72;0,00;0,00;0,00;0,00
7806;4,4;4,56;0,00;0,00;0,00;0,00
7807;4,4;4,69;0,00;0,00;0,00;0,00
7808;4,5;4,86;0,00;0,14;0,00;0,14
7809;5,7;5,05;0,00;0,00;0,62;0,62
7810;7;4,84;0,00;0,00;1,63;1,63
7811;8,3;4,76;0,00;0,00;1,70;1,70
7812;9,4;4,93;0,00;0,00;2,50;2,50
7813;10,2;5,06;0,00;0,00;2,16;2,16
7814;10,5;4,91;0,00;0,00;2,00;2,00
7815;10,4;6,1;0,00;0,00;1,47;1,47
7816;9,6;6,93;0,00;0,00;0,46;0,46
7817;9,1;6,39;0,00;0,00;0,00;0,00
7818;8,6;6,19;0,00;0,12;0,00;0,12
7819;8,2;6;0,00;0,00;0,18;0,18
7820;7,7;5,81;0,00;0,00;0,14;0,14
7821;7,2;5,62;0,00;0,00;0,00;0,00
7822;6,8;5,45;0,00;0,00;0,00;0,00
7823;6,3;5,27;0,00;0,00;0,00;0,00
7824;5,8;5,1;0,00;0,00;0,00;0,00
7825;5,2;4,88;0,00;0,00;0,00;0,00
7826;4,6;4,93;0,00;0,00;0,00;0,00
7827;3,9;4,96;0,00;0,00;0,00;0,00
7828;3,6;5,12;0,00;0,00;0,00;0,00
7829;3,3;5,12;0,00;0,00;0,00;0,00
7830;3,2;5,06;0,00;0,00;0,00;0,00
7831;3;4,85;0,00;0,00;0,00;0,00
7832;3,1;4,86;0,00;0,16;0,00;0,16
7833;5,2;5,16;0,00;0,00;1,62;1,62
7834;7,6;5,73;0,00;0,00;2,43;2,43
7835;10;5,73;0,00;0,00;2,58;2,58
7836;11,9;5,7;0,00;0,00;3,32;3,32
7837;13,1;5,61;0,00;0,00;2,88;2,88
7838;13,7;5,48;0,00;0,00;2,86;2,86
7839;13,6;5,09;0,00;0,00;2,25;2,25
7840;12,5;5,14;0,00;0,00;0,94;0,94
7841;10,9;4,8;0,00;0,00;0,00;0,00
7842;9,8;4,68;0,00;0,00;0,00;0,00
7843;8,8;4,53;0,00;0,00;0,11;0,11
7844;7,8;4,21;0,00;0,00;0,00;0,00
7845;6,8;4,31;0,00;0,11;0,00;0,11
7846;5,8;4,15;0,00;0,12;0,00;0,12
7847;4,8;3,97;0,00;0,00;0,00;0,00
7848;3,7;3,86;0,00;0,00;0,00;0,00
7849;2,6;3,97;0,00;0,00;0,00;0,00
7850;1,4;3,88;0,00;0,00;0,00;0,00
7851;0,2;3,6;0,00;0,00;0,00;0,00
7852;0,5;3,44;0,00;0,00;0,00;0,00
7853;1,2;3,38;0,00;0,00;0,00;0,00
7854;1,7;3,23;0,00;0,00;0,00;0,00
7855;2,2;3,27;0,00;0,00;0,00;0,00
7856;2,2;3,26;0,00;0,27;0,00;0,27
7857;0,2;3,4;0,00;0,00;3,78;3,78
7858;2;3,64;0,00;0,00;1,80;1,80
7859;4,1;4,09;0,00;0,00;2,01;2,01
7860;5,8;4,31;0,00;0,00;1,99;1,99
7861;6,9;4,41;0,00;0,00;1,87;1,87
7862;7,3;4,35;0,00;0,00;0,99;0,99
7863;7,1;4,28;0,00;0,00;0,65;0,65
7864;6;4,41;0,00;0,00;0,69;0,69
7865;4,3;4,23;0,00;0,33;0,00;0,33
7866;3,8;4,27;0,00;0,33;0,00;0,33
7867;3,4;4,3;0,00;0,25;0,00;0,25
7868;2,9;4,49;0,00;0,26;0,00;0,26
7869;2,5;4,57;0,00;0,29;0,00;0,29
7870;2;4,45;0,00;0,24;0,00;0,24
7871;1,6;4,41;0,00;0,14;0,00;0,14
7872;1,1;4,38;0,00;0,00;0,00;0,00
7873;1,2;4,24;0,00;0,00;0,00;0,00
7874;1,2;4,33;0,00;0,00;0,00;0,00
7875;1,3;4,45;0,00;0,00;0,00;0,00
7876;1,4;4,45;0,00;0,00;0,00;0,00
7877;1,5;4,39;0,00;0,00;0,00;0,00
7878;1,6;4,37;0,00;0,00;0,00;0,00
7879;1,6;4,3;0,00;0,00;0,00;0,00
7880;1,7;4,3;0,00;0,22;0,00;0,22
7881;3,2;4,51;0,00;0,00;0,92;0,92
7882;4,9;4,55;0,00;0,00;0,48;0,48
7883;6,6;4,78;0,00;0,00;0,65;0,65
7884;8,1;5;0,00;0,00;1,09;1,09
7885;9,1;5,23;0,00;0,00;1,01;1,01
7886;9,7;5,46;0,00;0,00;0,90;0,90
7887;9,8;5,41;0,00;0,00;0,58;0,58
7888;9,1;5,23;0,00;0,00;0,63;0,63
7889;7,9;4,93;0,00;0,00;0,00;0,00
7890;7,5;4,92;0,00;0,12;0,00;0,12
7891;7;4,78;0,00;0,00;1,20;1,20
7892;6,5;4,62;0,00;0,00;1,22;1,22
7893;6;4,46;0,00;0,00;0,94;0,94
7894;5,6;4,31;0,00;0,00;0,00;0,00
7895;5,1;4,23;0,00;0,11;0,00;0,11
7896;4,6;3,95;0,00;0,00;0,00;0,00
7897;3,9;4,05;0,00;0,00;0,00;0,00
7898;3,1;4,1;0,00;0,00;0,00;0,00
7899;2,3;3,91;0,00;0,00;0,00;0,00
7900;1,8;4,21;0,00;0,00;0,00;0,00
7901;1,4;4,1;0,00;0,00;0,00;0,00
7902;1,1;3,8;0,00;0,00;0,00;0,00
7903;0,8;3,66;0,00;0,00;0,00;0,00
7904;0,8;3,75;0,00;0,17;0,00;0,17
7905;2;3,87;0,00;0,00;0,77;0,77
7906;3,4;4;0,00;0,00;0,37;0,37
7907;4,7;4,17;0,00;0,00;0,39;0,39
7908;5,5;4,28;0,00;0,00;0,69;0,69
7909;6,2;4,29;0,00;0,00;0,56;0,56
7910;6,4;4,16;0,00;0,00;0,72;0,72
7911;6,2;4,33;0,00;0,00;0,35;0,35
7912;5,5;4,55;0,00;0,00;0,38;0,38
7913;4,4;4,43;0,00;0,24;0,00;0,24
7914;4,1;4,5;0,00;0,25;0,00;0,25
7915;3,8;4,38;0,00;0,00;1,89;1,89
7916;3,5;4,47;0,00;0,00;1,73;1,73
7917;3,2;4,36;0,00;0,00;1,46;1,46
7918;2,9;4,32;0,00;0,00;1,52;1,52
7919;2,6;4,24;0,00;0,00;0,00;0,00
7920;2,2;4,42;0,00;0,00;0,00;0,00
7921;1,8;4,49;0,00;0,00;0,00;0,00
7922;1,9;4,54;0,00;0,00;0,00;0,00
7923;1,5;4,33;0,00;0,00;0,00;0,00
7924;1,7;4,44;0,00;0,00;0,00;0,00
7925;0,7;4,22;0,00;0,00;0,00;0,00
7926;1,9;4,59;0,00;0,00;0,00;0,00
7927;2,1;4,38;0,00;0,00;0,00;0,00
7928;2,2;4,62;0,00;0,00;0,00;0,00
7929;2,4;4,56;0,00;0,23;0,00;0,23
7930;2,7;4,63;0,00;0,13;0,00;0,13
7931;3;4,52;0,00;0,15;0,00;0,15
7932;3,3;4,45;0,00;0,16;0,00;0,16
7933;3,4;4,35;0,00;0,18;0,00;0,18
7934;3,5;4,36;0,00;0,15;0,00;0,15
7935;3,4;4,34;0,00;0,12;0,00;0,12
7936;3,2;4,28;0,00;0,15;0,00;0,15
7937;3;4,35;0,00;0,33;0,00;0,33
7938;2,9;4,48;0,00;0,24;0,00;0,24
7939;2,9;4,61;0,00;0,00;0,00;0,00
7940;2,7;4,48;0,00;0,00;0,49;0,49
7941;2,6;4,36;0,00;0,00;0,47;0,47
7942;2,5;4,45;0,00;0,00;0,47;0,47
7943;2,3;4,15;0,00;0,15;0,00;0,15
7944;2,1;4,11;0,00;0,00;0,00;0,00
7945;1,3;4,21;0,00;0,00;0,00;0,00
7946;0,2;3,98;0,00;0,00;0,00;0,00
7947;0,8;3,73;0,00;0,00;0,00;0,00
7948;1,4;3,59;0,00;0,00;0,00;0,00
7949;2;3,44;0,00;0,00;0,00;0,00
7950;2,4;3,34;0,00;0,00;0,00;0,00
7951;2,8;3,24;0,00;0,00;0,00;0,00
7952;2,8;3,23;0,00;0,00;0,00;0,00
7953;1,6;3,49;0,00;0,00;0,00;0,00
7954;0,1;3,46;0,00;0,00;0,00;0,00
7955;1,4;3,52;0,00;0,00;0,69;0,69
7956;2,6;3,52;0,00;0,00;0,59;0,59
7957;3,3;3,58;0,00;0,00;1,96;1,96
7958;3,5;3,51;0,00;0,00;0,68;0,68
7959;3,5;3,47;0,00;0,00;2,20;2,20
7960;2,7;3,24;0,00;0,00;0,73;0,73
7961;1,5;3,18;0,00;0,36;0,00;0,36
7962;1;3,19;0,00;0,22;0,00;0,22
7963;0,4;3,04;0,00;0,38;0,00;0,38
7964;0,1;3;0,00;0,39;0,00;0,39
7965;0,7;2,9;0,00;0,52;0,00;0,52
7966;1,2;2,82;0,00;0,44;0,00;0,44
7967;1,8;2,79;0,00;0,00;0,00;0,00
7968;2,3;2,88;0,00;0,00;0,00;0,00
7969;2,5;2,92;0,00;0,00;0,00;0,00
7970;2,7;2,86;0,00;0,00;0,00;0,00
7971;3;2,65;0,00;0,00;0,00;0,00
7972;3,1;2,61;0,00;0,00;0,00;0,00
7973;3,2;2,62;0,00;48,11;0,00;48,11
7974;3,3;2,78;0,00;124,92;0,00;124,92
7975;3,4;2,84;0,00;113,77;0,00;113,77
7976;3,4;2,84;0,00;103,82;0,00;103,82
7977;3,2;2,94;0,00;38,26;0,00;38,26
7978;2,8;3,15;0,00;0,00;0,43;0,43
7979;2;3,29;0,00;0,00;0,00;0,00
7980;1,1;3,02;0,00;0,00;0,81;0,81
7981;0,6;2,92;0,00;0,00;0,70;0,70
7982;0,4;2,98;0,00;0,00;0,22;0,22
7983;0,3;2,99;0,00;0,00;0,00;0,00
7984;0,4;3,29;0,00;0,00;0,18;0,18
7985;0,9;3,17;0,00;0,37;0,00;0,37
7986;1,1;3,13;0,00;0,35;0,00;0,35
7987;2,1;3,18;0,00;0,25;0,00;0,25
7988;1,6;3,12;0,00;0,22;0,00;0,22
7989;1,7;3,16;0,00;0,24;0,00;0,24
7990;1,9;3,28;0,00;12,64;0,00;12,64
7991;2,2;3,39;0,00;76,41;0,00;76,41
7992;2,5;3,31;0,00;78,75;0,00;78,75
7993;2,3;3,36;0,00;119,56;0,00;119,56
7994;2,4;3,34;0,00;120,09;0,00;120,09
7995;2,5;3,26;0,00;120,63;0,00;120,63
7996;2,6;3,21;0,00;121,16;0,00;121,16
7997;2,7;3,15;0,00;121,70;0,00;121,70
7998;2,7;3,09;0,00;121,70;0,00;121,70
7999;2,7;3,24;0,00;109,90;0,00;109,90
8000;2,7;3,22;0,00;95,52;0,00;95,52
8001;2,3;3,32;0,00;0,00;0,15;0,15
8002;1,2;3,53;0,00;0,00;0,44;0,44
